DEVICES INFO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
DeviceID,ConfigID,SystemID,DeviceType,Status,Remarks,,SystemID,ConfigID,FacilityID,SystemType,Status,Remarks,,FacilityID,ConfigID,FacilityName,FacilityType,Area,Status,Remarks
I5-33504,,B5-03504,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-33505,,B5-03505,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-33506,,B5-03506,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-33507,,B5-03507,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-33508,,B5-03508,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-33509,,B5-03509,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-33510,,B5-03510,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-33511,,B5-03511,Light Switch,,EMS,,,,,,,,,,,,,,,
I5-33512,,B5-03512,Light Switch,,EMS,,,,,,,,,,,,,,,
J1-03101,,B1-03101,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-03102,,B1-03102,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-03103,,B1-03103,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-03104,,B1-03104,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-03105,,B1-03105,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-03106,,B1-03106,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-03107,,B1-03107,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-03108,,B1-03108,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-03109,,B1-03109,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-03110,,B1-03110,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-03111,,B1-03111,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-03112,,B1-03112,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-03201,,B2-03201,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-03202,,B2-03202,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-03203,,B2-03203,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-03204,,B2-03204,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-03205,,B2-03205,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-03206,,B2-03206,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-03207,,B2-03207,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-03208,,B2-03208,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-03209,,B2-03209,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-03210,,B2-03210,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-03211,,B2-03211,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-03212,,B2-03212,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-03301,,B3-03301,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-03302,,B3-03302,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-03303,,B3-03303,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-03304,,B3-03304,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-03305,,B3-03305,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-03306,,B3-03306,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-03307,,B3-03307,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-03308,,B3-03308,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-03309,,B3-03309,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-03310,,B3-03310,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-03311,,B3-03311,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-03312,,B3-03312,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-03401,,B4-03401,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-03402,,B4-03402,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-03403,,B4-03403,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-03404,,B4-03404,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-03405,,B4-03405,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-03406,,B4-03406,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-03407,,B4-03407,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-03408,,B4-03408,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-03409,,B4-03409,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-03410,,B4-03410,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-03411,,B4-03411,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-03412,,B4-03412,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-03501,,B5-03501,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-03502,,B5-03502,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-03503,,B5-03503,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-03504,,B5-03504,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-03505,,B5-03505,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-03506,,B5-03506,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-03507,,B5-03507,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-03508,,B5-03508,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-03509,,B5-03509,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-03510,,B5-03510,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-03511,,B5-03511,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-03512,,B5-03512,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-13101,,B1-03101,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-13102,,B1-03102,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-13103,,B1-03103,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-13104,,B1-03104,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-13105,,B1-03105,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-13106,,B1-03106,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-13107,,B1-03107,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-13108,,B1-03108,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-13109,,B1-03109,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-13110,,B1-03110,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-13111,,B1-03111,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J1-13112,,B1-03112,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-13201,,B2-03201,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-13202,,B2-03202,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-13203,,B2-03203,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-13204,,B2-03204,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-13205,,B2-03205,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-13206,,B2-03206,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-13207,,B2-03207,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-13208,,B2-03208,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-13209,,B2-03209,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-13210,,B2-03210,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-13211,,B2-03211,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J2-13212,,B2-03212,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-13301,,B3-03301,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-13302,,B3-03302,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-13303,,B3-03303,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-13304,,B3-03304,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-13305,,B3-03305,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-13306,,B3-03306,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-13307,,B3-03307,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-13308,,B3-03308,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-13309,,B3-03309,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-13310,,B3-03310,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-13311,,B3-03311,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J3-13312,,B3-03312,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-13401,,B4-03401,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-13402,,B4-03402,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-13403,,B4-03403,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-13404,,B4-03404,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-13405,,B4-03405,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-13406,,B4-03406,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-13407,,B4-03407,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-13408,,B4-03408,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-13409,,B4-03409,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-13410,,B4-03410,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-13411,,B4-03411,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J4-13412,,B4-03412,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-13501,,B5-03501,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-13502,,B5-03502,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-13503,,B5-03503,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-13504,,B5-03504,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-13505,,B5-03505,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-13506,,B5-03506,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-13507,,B5-03507,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-13508,,B5-03508,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-13509,,B5-03509,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-13510,,B5-03510,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-13511,,B5-03511,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
J5-13512,,B5-03512,Fan/AC Switch,,EMS,,,,,,,,,,,,,,,
K1-03101,,B1-03101,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-03102,,B1-03102,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-03103,,B1-03103,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-03104,,B1-03104,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-03105,,B1-03105,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-03106,,B1-03106,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-03107,,B1-03107,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-03108,,B1-03108,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-03109,,B1-03109,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-03110,,B1-03110,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-03111,,B1-03111,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-03112,,B1-03112,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-03201,,B2-03201,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-03202,,B2-03202,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-03203,,B2-03203,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-03204,,B2-03204,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-03205,,B2-03205,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-03206,,B2-03206,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-03207,,B2-03207,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-03208,,B2-03208,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-03209,,B2-03209,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-03210,,B2-03210,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-03211,,B2-03211,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-03212,,B2-03212,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-03301,,B3-03301,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-03302,,B3-03302,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-03303,,B3-03303,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-03304,,B3-03304,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-03305,,B3-03305,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-03306,,B3-03306,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-03307,,B3-03307,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-03308,,B3-03308,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-03309,,B3-03309,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-03310,,B3-03310,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-03311,,B3-03311,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-03312,,B3-03312,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-03401,,B4-03401,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-03402,,B4-03402,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-03403,,B4-03403,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-03404,,B4-03404,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-03405,,B4-03405,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-03406,,B4-03406,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-03407,,B4-03407,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-03408,,B4-03408,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-03409,,B4-03409,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-03410,,B4-03410,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-03411,,B4-03411,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-03412,,B4-03412,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-03501,,B5-03501,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-03502,,B5-03502,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-03503,,B5-03503,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-03504,,B5-03504,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-03505,,B5-03505,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-03506,,B5-03506,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-03507,,B5-03507,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-03508,,B5-03508,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-03509,,B5-03509,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-03510,,B5-03510,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-03511,,B5-03511,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-03512,,B5-03512,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-13101,,B1-03101,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-13102,,B1-03102,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-13103,,B1-03103,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-13104,,B1-03104,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-13105,,B1-03105,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-13106,,B1-03106,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-13107,,B1-03107,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-13108,,B1-03108,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-13109,,B1-03109,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-13110,,B1-03110,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-13111,,B1-03111,Power Outlet,,EMS,,,,,,,,,,,,,,,
K1-13112,,B1-03112,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-13201,,B2-03201,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-13202,,B2-03202,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-13203,,B2-03203,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-13204,,B2-03204,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-13205,,B2-03205,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-13206,,B2-03206,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-13207,,B2-03207,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-13208,,B2-03208,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-13209,,B2-03209,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-13210,,B2-03210,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-13211,,B2-03211,Power Outlet,,EMS,,,,,,,,,,,,,,,
K2-13212,,B2-03212,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-13301,,B3-03301,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-13302,,B3-03302,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-13303,,B3-03303,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-13304,,B3-03304,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-13305,,B3-03305,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-13306,,B3-03306,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-13307,,B3-03307,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-13308,,B3-03308,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-13309,,B3-03309,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-13310,,B3-03310,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-13311,,B3-03311,Power Outlet,,EMS,,,,,,,,,,,,,,,
K3-13312,,B3-03312,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-13401,,B4-03401,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-13402,,B4-03402,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-13403,,B4-03403,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-13404,,B4-03404,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-13405,,B4-03405,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-13406,,B4-03406,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-13407,,B4-03407,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-13408,,B4-03408,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-13409,,B4-03409,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-13410,,B4-03410,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-13411,,B4-03411,Power Outlet,,EMS,,,,,,,,,,,,,,,
K4-13412,,B4-03412,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-13501,,B5-03501,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-13502,,B5-03502,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-13503,,B5-03503,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-13504,,B5-03504,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-13505,,B5-03505,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-13506,,B5-03506,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-13507,,B5-03507,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-13508,,B5-03508,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-13509,,B5-03509,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-13510,,B5-03510,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-13511,,B5-03511,Power Outlet,,EMS,,,,,,,,,,,,,,,
K5-13512,,B5-03512,Power Outlet,,EMS,,,,,,,,,,,,,,,
L1-03503,,B5-00503,Circuit Breaker,,EMS,,,,,,,,,,,,,,,
L1-03504,,B5-00504,Circuit Breaker,,EMS,,,,,,,,,,,,,,,
L1-03505,,B5-00505,Circuit Breaker,,EMS,,,,,,,,,,,,,,,
L1-03506,,B5-00506,Circuit Breaker,,EMS,,,,,,,,,,,,,,,
L1-03507,,B5-00507,Circuit Breaker,,EMS,,,,,,,,,,,,,,,
L1-03508,,B5-00508,Circuit Breaker,,EMS,,,,,,,,,,,,,,,
L1-03509,,B5-00509,Circuit Breaker,,EMS,,,,,,,,,,,,,,,
L1-03510,,B5-00510,Circuit Breaker,,EMS,,,,,,,,,,,,,,,
L1-03511,,B5-00511,Circuit Breaker,,EMS,,,,,,,,,,,,,,,
L1-03512,,B5-00512,Circuit Breaker,,EMS,,,,,,,,,,,,,,,
L1-03503,,B1-03503,Smart Meter,,EMS,,,,,,,,,,,,,,,
L1-03504,,B1-03504,Smart Meter,,EMS,,,,,,,,,,,,,,,
L1-03505,,B1-03505,Smart Meter,,EMS,,,,,,,,,,,,,,,
L1-03506,,B1-03506,Smart Meter,,EMS,,,,,,,,,,,,,,,
L1-03507,,B1-03507,Smart Meter,,EMS,,,,,,,,,,,,,,,
L1-03508,,B1-03508,Smart Meter,,EMS,,,,,,,,,,,,,,,
L1-03509,,B1-03509,Smart Meter,,EMS,,,,,,,,,,,,,,,
L1-03510,,B1-03510,Smart Meter,,EMS,,,,,,,,,,,,,,,
L1-03511,,B1-03511,Smart Meter,,EMS,,,,,,,,,,,,,,,
L1-03512,,B1-03512,Smart Meter,,EMS,,,,,,,,,,,,,,,
M1-04101,,B1-04101,Speaker,,PAS,,,,,,,,,,,,,,,
M1-04102,,B1-04102,Speaker,,PAS,,,,,,,,,,,,,,,
M1-04103,,B1-04103,Speaker,,PAS,,,,,,,,,,,,,,,
M1-04104,,B1-04104,Speaker,,PAS,,,,,,,,,,,,,,,
M1-04105,,B1-04105,Speaker,,PAS,,,,,,,,,,,,,,,
M1-04106,,B1-04106,Speaker,,PAS,,,,,,,,,,,,,,,
M1-04107,,B1-04107,Speaker,,PAS,,,,,,,,,,,,,,,
M1-04108,,B1-04108,Speaker,,PAS,,,,,,,,,,,,,,,
M1-04109,,B1-04109,Speaker,,PAS,,,,,,,,,,,,,,,
M1-04110,,B1-04110,Speaker,,PAS,,,,,,,,,,,,,,,
M1-04111,,B1-04111,Speaker,,PAS,,,,,,,,,,,,,,,
M1-04112,,B1-04112,Speaker,,PAS,,,,,,,,,,,,,,,
M2-04201,,B2-04201,Speaker,,PAS,,,,,,,,,,,,,,,
M2-04202,,B2-04202,Speaker,,PAS,,,,,,,,,,,,,,,
M2-04203,,B2-04203,Speaker,,PAS,,,,,,,,,,,,,,,
M2-04204,,B2-04204,Speaker,,PAS,,,,,,,,,,,,,,,
M2-04205,,B2-04205,Speaker,,PAS,,,,,,,,,,,,,,,
M2-04206,,B2-04206,Speaker,,PAS,,,,,,,,,,,,,,,
M2-04207,,B2-04207,Speaker,,PAS,,,,,,,,,,,,,,,
M2-04208,,B2-04208,Speaker,,PAS,,,,,,,,,,,,,,,
M2-04209,,B2-04209,Speaker,,PAS,,,,,,,,,,,,,,,
M2-04210,,B2-04210,Speaker,,PAS,,,,,,,,,,,,,,,
M2-04211,,B2-04211,Speaker,,PAS,,,,,,,,,,,,,,,
M2-04212,,B2-04212,Speaker,,PAS,,,,,,,,,,,,,,,
M3-04301,,B3-04301,Speaker,,PAS,,,,,,,,,,,,,,,
M3-04302,,B3-04302,Speaker,,PAS,,,,,,,,,,,,,,,
M3-04303,,B3-04303,Speaker,,PAS,,,,,,,,,,,,,,,
M3-04304,,B3-04304,Speaker,,PAS,,,,,,,,,,,,,,,
M3-04305,,B3-04305,Speaker,,PAS,,,,,,,,,,,,,,,
M3-04306,,B3-04306,Speaker,,PAS,,,,,,,,,,,,,,,
M3-04307,,B3-04307,Speaker,,PAS,,,,,,,,,,,,,,,
M3-04308,,B3-04308,Speaker,,PAS,,,,,,,,,,,,,,,
M3-04309,,B3-04309,Speaker,,PAS,,,,,,,,,,,,,,,
M3-04310,,B3-04310,Speaker,,PAS,,,,,,,,,,,,,,,
M3-04311,,B3-04311,Speaker,,PAS,,,,,,,,,,,,,,,
M3-04312,,B3-04312,Speaker,,PAS,,,,,,,,,,,,,,,
M4-04401,,B4-04401,Speaker,,PAS,,,,,,,,,,,,,,,
M4-04402,,B4-04402,Speaker,,PAS,,,,,,,,,,,,,,,
M4-04403,,B4-04403,Speaker,,PAS,,,,,,,,,,,,,,,
M4-04404,,B4-04404,Speaker,,PAS,,,,,,,,,,,,,,,
M4-04405,,B4-04405,Speaker,,PAS,,,,,,,,,,,,,,,
M4-04406,,B4-04406,Speaker,,PAS,,,,,,,,,,,,,,,
M4-04407,,B4-04407,Speaker,,PAS,,,,,,,,,,,,,,,
M4-04408,,B4-04408,Speaker,,PAS,,,,,,,,,,,,,,,
M4-04409,,B4-04409,Speaker,,PAS,,,,,,,,,,,,,,,
M4-04410,,B4-04410,Speaker,,PAS,,,,,,,,,,,,,,,
M4-04411,,B4-04411,Speaker,,PAS,,,,,,,,,,,,,,,
M4-04412,,B4-04412,Speaker,,PAS,,,,,,,,,,,,,,,
M5-04501,,B5-04501,Speaker,,PAS,,,,,,,,,,,,,,,
M5-04502,,B5-04502,Speaker,,PAS,,,,,,,,,,,,,,,
M5-04503,,B5-04503,Speaker,,PAS,,,,,,,,,,,,,,,
M5-04504,,B5-04504,Speaker,,PAS,,,,,,,,,,,,,,,
M5-04505,,B5-04505,Speaker,,PAS,,,,,,,,,,,,,,,
M5-04506,,B5-04506,Speaker,,PAS,,,,,,,,,,,,,,,
M5-04507,,B5-04507,Speaker,,PAS,,,,,,,,,,,,,,,
M5-04508,,B5-04508,Speaker,,PAS,,,,,,,,,,,,,,,
M5-04509,,B5-04509,Speaker,,PAS,,,,,,,,,,,,,,,
M5-04510,,B5-04510,Speaker,,PAS,,,,,,,,,,,,,,,
M5-04511,,B5-04511,Speaker,,PAS,,,,,,,,,,,,,,,
M5-04512,,B5-04512,Speaker,,PAS,,,,,,,,,,,,,,,
M1-14101,,B1-04101,Speaker,,PAS,,,,,,,,,,,,,,,
M1-14102,,B1-04102,Speaker,,PAS,,,,,,,,,,,,,,,
M1-14103,,B1-04103,Speaker,,PAS,,,,,,,,,,,,,,,
M1-14104,,B1-04104,Speaker,,PAS,,,,,,,,,,,,,,,
M1-14105,,B1-04105,Speaker,,PAS,,,,,,,,,,,,,,,
M1-14106,,B1-04106,Speaker,,PAS,,,,,,,,,,,,,,,
M1-14107,,B1-04107,Speaker,,PAS,,,,,,,,,,,,,,,
M1-14108,,B1-04108,Speaker,,PAS,,,,,,,,,,,,,,,
M1-14109,,B1-04109,Speaker,,PAS,,,,,,,,,,,,,,,
M1-14110,,B1-04110,Speaker,,PAS,,,,,,,,,,,,,,,
M1-14111,,B1-04111,Speaker,,PAS,,,,,,,,,,,,,,,
